,Tipus pla,Nom del pla,Últim esdeveniment,Data de l'últim esdeveniment,Municipi,Comarca,Província
1336,E,PAM NEUCAT,Homologació,2018-12-05,Vilanova de l'Aguda,Noguera,Lleida
1854,E,PA PROCICAT,Homologació,2018-12-05,Camarles,Baix Ebre,Tarragona
1851,E,PAM INUNCAT,Homologació,2018-12-05,Bòrdes,Val d'Aran,Lleida
1351,E,PAM INUNCAT,Homologació,2018-12-05,Palma d'Ebre,Ribera d'Ebre,Tarragona
1865,E,PAM INFOCAT,Homologació,2018-12-05,Colomers,Baix Empordà,Girona
1270,E,PAM SISMICAT,Homologació,2018-12-05,Serinyà,Pla de l'Estany,Girona
1906,E,PAM INFOCAT,Homologació,2018-12-05,Llívia,Cerdanya,Girona
1201,E,PAM INUNCAT,Homologació,2018-12-05,Orís,Osona,Barcelona
1205,E,PAM INUNCAT,Homologació,2018-12-05,Granollers,Vallès Oriental,Barcelona
1206,E,PAM INUNCAT,Homologació,2018-12-05,Balaguer,Noguera,Lleida
1953,E,PAM INUNCAT,Homologació,2018-12-05,Garidells,Alt Camp,Tarragona
1952,E,PAM INFOCAT,Homologació,2018-12-05,Xerta,Baix Ebre,Tarragona
1951,E,PAM INFOCAT,Homologació,2018-12-05,Riba-roja d'Ebre,Ribera d'Ebre,Tarragona
1222,E,PAM SISMICAT,Homologació,2018-12-05,Torroella de Montgrí,Baix Empordà,Girona
1228,E,PAM SISMICAT,Homologació,2018-12-05,Rupià,Baix Empordà,Girona
1235,E,PAM SISMICAT,Homologació,2018-12-05,Prullans,Cerdanya,Lleida
1937,E,PAM INFOCAT,Homologació,2018-12-05,Aspa,Segrià,Lleida
1932,E,PAM INUNCAT,Homologació,2018-12-05,Amposta,Montsià,Tarragona
1240,E,PAM SISMICAT,Homologació,2018-12-05,Maçanet de la Selva,Selva,Girona
1927,E,PAM INFOCAT,Homologació,2018-12-05,Camarasa,Noguera,Lleida
1244,E,PAM VENTCAT,Homologació,2018-12-05,Matadepera,Vallès Occidental,Barcelona
1925,E,PAM INFOCAT,Homologació,2018-12-05,Seu d'Urgell,Alt Urgell,Lleida
1252,E,PAM INUNCAT,Homologació,2018-12-05,Soleràs,Garrigues,Lleida
1357,E,PAM SISMICAT,Homologació,2018-12-05,Molló,Ripollès,Girona
1625,E,PA PROCICAT,Homologació,2018-12-05,Aldea,Baix Ebre,Tarragona
2649,E,PAM INFOCAT,Homologació,2018-12-05,Terrassa,Vallès Occidental,Barcelona
333,E,PAM INFOCAT,Homologació,2018-12-05,Ponts,Noguera,Lleida
2753,E,PAM SISMICAT,Homologació,2018-12-05,Gósol,Berguedà,Lleida
2747,E,PAM NEUCAT,Homologació,2018-12-05,Gósol,Berguedà,Lleida
226,E,PAM VENTCAT,Homologació,2018-12-05,Santa Susanna,Maresme,Barcelona
406,E,PAM INFOCAT,Homologació,2018-12-05,Albagés,Garrigues,Lleida
2754,E,PAM INUNCAT,Homologació,2018-12-05,Gósol,Berguedà,Lleida
235,E,PAM NEUCAT,Homologació,2018-12-05,Bòrdes,Val d'Aran,Lleida
409,E,PAM INUNCAT,Homologació,2018-12-05,Santa Susanna,Maresme,Barcelona
58,E,PAM SISMICAT,Homologació,2018-12-05,Fogars de la Selva,Selva,Barcelona
237,E,PAM INUNCAT,Homologació,2018-12-05,Castellbell i el Vilar,Bages,Barcelona
2755,E,PAM INFOCAT,Homologació,2018-12-05,Gósol,Berguedà,Lleida
381,E,PAM INFOCAT,Homologació,2018-12-05,Juncosa,Garrigues,Lleida
420,E,PAM NEUCAT,Homologació,2018-12-05,Igualada,Anoia,Barcelona
57,E,PAM INFOCAT,Homologació,2018-12-05,Peramola,Alt Urgell,Lleida
418,E,PAM INUNCAT,Homologació,2018-12-05,Térmens,Noguera,Lleida
251,E,PAM SISMICAT,Homologació,2018-12-05,Albesa,Noguera,Lleida
314,E,PAM SISMICAT,Homologació,2018-12-05,Preses,Garrotxa,Girona
62,E,PAM NEUCAT,Homologació,2018-12-05,Algerri,Noguera,Lleida
2758,E,PAM SISMICAT,Homologació,2018-12-05,Vidrà,Osona,Girona
245,E,PAM INUNCAT,Homologació,2018-12-05,Arres,Val d'Aran,Lleida
414,E,PAM INUNCAT,Homologació,2018-12-05,Guardiola de Berguedà,Berguedà,Barcelona
14,E,PAM SISMICAT,Homologació,2018-12-05,Guingueta d'Àneu,Pallars Sobirà,Lleida
149,E,PAM SISMICAT,Homologació,2018-12-05,Balaguer,Noguera,Lleida
223,E,PAM NEUCAT,Homologació,2018-12-05,Sant Vicenç de Torelló,Osona,Barcelona
198,E,PAM INFOCAT,Homologació,2018-12-05,Maçanet de la Selva,Selva,Girona
362,E,PAM INUNCAT,Homologació,2018-12-05,Maldà,Urgell,Lleida
168,E,PAM INUNCAT,Homologació,2018-12-05,Sant Vicenç de Torelló,Osona,Barcelona
30,E,PAM INFOCAT,Homologació,2018-12-05,Vandellòs i l'Hospitalet de l'Infant,Baix Camp,Tarragona
185,E,PAM INUNCAT,Homologació,2018-12-05,Ràpita,Montsià,Tarragona
2541,E,PAM SISMICAT,Homologació,2018-12-05,Garrigoles,Baix Empordà,Girona
28,E,PAM INUNCAT,Homologació,2018-12-05,Vila-seca,Tarragonès,Tarragona
183,E,PAM INUNCAT,Homologació,2018-12-05,Alió,Alt Camp,Tarragona
74,E,PAM NEUCAT,Homologació,2018-12-05,Vilagrassa,Urgell,Lleida
252,E,PAM NEUCAT,Homologació,2018-12-05,Bovera,Garrigues,Lleida
163,F,PEM,Homologació,2018-12-05,Bellpuig,Urgell,Lleida
217,E,PAM SISMICAT,Homologació,2018-12-05,Aspa,Segrià,Lleida
340,E,PA PROCICAT,Homologació,2018-12-05,Ginestar,Ribera d'Ebre,Tarragona
216,E,PAM INUNCAT,Homologació,2018-12-05,Vilamòs,Val d'Aran,Lleida
2752,E,PAM VENTCAT,Homologació,2018-12-05,Gósol,Berguedà,Lleida
154,E,PA PROCICAT,Homologació,2018-12-05,Castellbisbal,Vallès Occidental,Barcelona
211,E,PAM INUNCAT,Homologació,2018-12-05,Vandellòs i l'Hospitalet de l'Infant,Baix Camp,Tarragona
164,E,PAM INUNCAT,Homologació,2018-12-05,Vielha e Mijaran,Val d'Aran,Lleida
209,E,PAM INFOCAT,Homologació,2018-12-05,Granadella,Garrigues,Lleida
352,E,PAM VENTCAT,Homologació,2018-12-05,Vandellòs i l'Hospitalet de l'Infant,Baix Camp,Tarragona
354,E,PAM NEUCAT,Homologació,2018-12-05,Alpens,Lluçanès,Barcelona
31,E,PAM SISMICAT,Homologació,2018-12-05,Campllong,Gironès,Girona
202,E,PAM SISMICAT,Homologació,2018-12-05,Terrassa,Vallès Occidental,Barcelona
206,E,PAM NEUCAT,Homologació,2018-12-05,Malla,Osona,Barcelona
2657,E,PAM INUNCAT,Homologació,2018-12-05,Vilagrassa,Urgell,Lleida
300,E,PAM NEUCAT,Homologació,2018-12-05,Sant Andreu de Llavaneres,Maresme,Barcelona
297,E,PAM INUNCAT,Homologació,2018-12-05,Malla,Osona,Barcelona
117,E,PAM INFOCAT,Homologació,2018-12-05,Matadepera,Vallès Occidental,Barcelona
428,E,PAM INFOCAT,Homologació,2018-12-05,Vilanova de Sau,Osona,Barcelona
429,E,PAM INUNCAT,Homologació,2018-12-05,Castellbisbal,Vallès Occidental,Barcelona
283,E,PAM INUNCAT,Homologació,2018-12-05,Vilabertran,Alt Empordà,Girona
2760,E,PAM ALLAUCAT,Homologació,2018-12-05,Gósol,Berguedà,Lleida
446,E,PAM NEUCAT,Homologació,2018-12-05,Camarasa,Noguera,Lleida
444,E,PAM INUNCAT,Homologació,2018-12-05,Espluga Calba,Garrigues,Lleida
115,E,PAM SISMICAT,Homologació,2018-12-05,Masquefa,Anoia,Barcelona
102,E,PAM NEUCAT,Homologació,2018-12-05,Orís,Osona,Barcelona
113,E,PAM INFOCAT,Homologació,2018-12-05,Campllong,Gironès,Girona
6,E,PAM NEUCAT,Homologació,2018-12-05,Begur,Baix Empordà,Girona
48,E,PAM INFOCAT,Homologació,2018-12-05,Balaguer,Noguera,Lleida
2601,E,PAM INFOCAT,Homologació,2018-12-05,Vilagrassa,Urgell,Lleida
288,E,PAM NEUCAT,Homologació,2018-12-05,Riudoms,Baix Camp,Tarragona
290,E,PAM VENTCAT,Homologació,2018-12-05,Terrassa,Vallès Occidental,Barcelona
2605,E,PAM NEUCAT,Homologació,2018-12-05,Granollers,Vallès Oriental,Barcelona
448,E,PAM VENTCAT,Homologació,2018-12-05,Paüls,Baix Ebre,Tarragona
439,E,PAM INFOCAT,Homologació,2018-12-05,Begur,Baix Empordà,Girona
92,E,PAM NEUCAT,Homologació,2018-12-05,Tortellà,Garrotxa,Girona
2608,E,PAM NEUCAT,Homologació,2018-12-05,Terrassa,Vallès Occidental,Barcelona
12,E,PAM SISMICAT,Homologació,2018-12-05,Sant Martí de Centelles,Osona,Barcelona
127,E,PAM SISMICAT,Homologació,2018-12-05,Ultramort,Baix Empordà,Girona
287,E,PAM INFOCAT,Homologació,2018-12-05,Vilosell,Garrigues,Lleida
1105,E,PAM INUNCAT,Homologació,2019-03-21,Sant Guim de la Plana,Segarra,Lleida
1509,E,PAM INUNCAT,Homologació,2019-03-21,Alcover,Alt Camp,Tarragona
272,E,PAM NEUCAT,Homologació,2019-03-21,Bot,Terra Alta,Tarragona
1519,E,PAM VENTCAT,Homologació,2019-03-21,Bruc,Anoia,Barcelona
1673,E,PAM INUNCAT,Homologació,2019-03-21,Torrelavit,Alt Penedès,Barcelona
374,E,PAM INFOCAT,Homologació,2019-03-21,Talavera,Segarra,Lleida
1146,E,PAM INUNCAT,Homologació,2019-03-21,Oluges,Segarra,Lleida
1715,E,PAM INUNCAT,Homologació,2019-03-21,Talavera,Segarra,Lleida
2006,E,PAM INUNCAT,Homologació,2019-03-21,Batea,Terra Alta,Tarragona
672,E,PAM INFOCAT,Homologació,2019-03-21,Sant Quirze del Vallès,Vallès Occidental,Barcelona
187,E,PAM INUNCAT,Homologació,2019-03-21,Arnes,Terra Alta,Tarragona
1141,E,PAM INFOCAT,Homologació,2019-03-21,Sant Martí d'Albars,Lluçanès,Barcelona
889,E,PAM INFOCAT,Homologació,2019-03-21,Planoles,Ripollès,Girona
908,E,PAM INFOCAT,Homologació,2019-03-21,Torrelavit,Alt Penedès,Barcelona
1557,E,PAM SISMICAT,Homologació,2019-03-21,Estaràs,Segarra,Lleida
1816,E,PAM NEUCAT,Homologació,2019-03-21,Oluges,Segarra,Lleida
690,E,PAM INUNCAT,Homologació,2019-03-21,Masó,Alt Camp,Tarragona
361,E,PAM NEUCAT,Homologació,2019-03-21,Masó,Alt Camp,Tarragona
726,E,PAM INFOCAT,Homologació,2019-03-21,Bot,Terra Alta,Tarragona
2214,E,PAM NEUCAT,Homologació,2019-03-21,Talavera,Segarra,Lleida
2063,E,PAM VENTCAT,Homologació,2019-03-21,Torrelavit,Alt Penedès,Barcelona
852,E,PAM SISMICAT,Homologació,2019-03-21,Miravet,Ribera d'Ebre,Tarragona
1023,E,PAM NEUCAT,Homologació,2019-03-21,Vilaverd,Conca de Barberà,Tarragona
1016,E,PAM INFOCAT,Homologació,2019-03-21,Rocafort de Queralt,Conca de Barberà,Tarragona
1015,E,PAM SISMICAT,Homologació,2019-03-21,Bruc,Anoia,Barcelona
1494,E,PAM INUNCAT,Homologació,2019-03-21,Colldejou,Baix Camp,Tarragona
2100,E,PAM INUNCAT,Homologació,2019-03-21,Estaràs,Segarra,Lleida
1009,E,PAM VENTCAT,Homologació,2019-03-21,Planoles,Ripollès,Girona
1533,E,PAM INFOCAT,Homologació,2019-03-21,Bruc,Anoia,Barcelona
1500,E,PAM INUNCAT,Homologació,2019-03-21,Cabra del Camp,Alt Camp,Tarragona
814,E,PAM INFOCAT,Homologació,2019-03-21,Alcover,Alt Camp,Tarragona
2583,E,PAM INFOCAT,Homologació,2019-03-21,Masies de Voltregà,Osona,Barcelona
999,E,PAM NEUCAT,Homologació,2019-03-21,Pinell de Brai,Terra Alta,Tarragona
2243,E,PAM INUNCAT,Homologació,2019-03-21,Vilaverd,Conca de Barberà,Tarragona
2125,E,PAM VENTCAT,Homologació,2019-03-21,Miravet,Ribera d'Ebre,Tarragona
308,E,PAM INFOCAT,Homologació,2019-03-21,Tavèrnoles,Osona,Barcelona
56,E,PAM INFOCAT,Homologació,2019-03-21,Freginals,Montsià,Tarragona
833,E,PAM INUNCAT,Homologació,2019-03-21,Miravet,Ribera d'Ebre,Tarragona
2119,E,PAM SISMICAT,Homologació,2019-03-21,Sant Quirze del Vallès,Vallès Occidental,Barcelona
831,E,PAM INFOCAT,Homologació,2019-03-21,Colldejou,Baix Camp,Tarragona
855,E,PAM VENTCAT,Homologació,2019-03-21,Bot,Terra Alta,Tarragona
2146,E,PAM SISMICAT,Homologació,2019-03-21,Torrelavit,Alt Penedès,Barcelona
2147,E,PA PROCICAT,Homologació,2019-03-21,Sant Esteve Sesrovires,Baix Llobregat,Barcelona
2290,E,PAM NEUCAT,Homologació,2019-03-21,Perafita,Lluçanès,Barcelona
289,E,PA PROCICAT,Homologació,2019-03-21,Sant Quirze del Vallès,Vallès Occidental,Barcelona
2287,E,PAM NEUCAT,Homologació,2019-03-21,Sant Martí d'Albars,Lluçanès,Barcelona
745,E,PAM NEUCAT,Homologació,2019-03-21,Sant Guim de la Plana,Segarra,Lleida
2211,E,PAM SISMICAT,Homologació,2019-03-21,Planoles,Ripollès,Girona
2281,E,PAM SISMICAT,Homologació,2019-03-21,Sobremunt,Lluçanès,Barcelona
1693,E,PAM NEUCAT,Homologació,2019-03-21,Colldejou,Baix Camp,Tarragona
264,E,PAM INUNCAT,Homologació,2019-03-21,Masdenverge,Montsià,Tarragona
2276,E,PAM INFOCAT,Homologació,2019-03-21,Perafita,Lluçanès,Barcelona
2294,E,PAM VENTCAT,Homologació,2019-03-21,Santa Bàrbara,Montsià,Tarragona
770,E,PAM SISMICAT,Homologació,2019-03-21,Tavèrnoles,Osona,Barcelona
1049,E,PAM INFOCAT,Homologació,2019-03-21,Vilaverd,Conca de Barberà,Tarragona
861,E,PAM NEUCAT,Homologació,2019-03-21,Sant Esteve Sesrovires,Baix Llobregat,Barcelona
1507,E,PAM INFOCAT,Homologació,2019-03-21,Caseres,Terra Alta,Tarragona
1486,E,PAM INUNCAT,Homologació,2019-03-21,Santa Bàrbara,Montsià,Tarragona
451,E,PAM NEUCAT,Homologació,2019-03-21,Miravet,Ribera d'Ebre,Tarragona
765,E,PAM NEUCAT,Homologació,2019-03-21,Estaràs,Segarra,Lleida
796,E,PAM NEUCAT,Homologació,2019-03-21,Bruc,Anoia,Barcelona
907,E,PAM INFOCAT,Homologació,2019-03-21,Cabra del Camp,Alt Camp,Tarragona
1848,E,PAM VENTCAT,Homologació,2019-03-21,Colldejou,Baix Camp,Tarragona
580,E,PAM INUNCAT,Homologació,2019-03-21,Pinell de Brai,Terra Alta,Tarragona
578,E,PAM SISMICAT,Homologació,2019-03-21,Vilanova del Vallès,Vallès Oriental,Barcelona
2406,E,PAM NEUCAT,Homologació,2019-03-21,Vilanova del Vallès,Vallès Oriental,Barcelona
427,E,PAM INFOCAT,Homologació,2019-03-21,Miravet,Ribera d'Ebre,Tarragona
2407,E,PAM INFOCAT,Homologació,2019-03-21,Vilanova del Vallès,Vallès Oriental,Barcelona
539,E,PAM SISMICAT,Homologació,2019-03-21,Perafita,Lluçanès,Barcelona
1899,E,PAM VENTCAT,Homologació,2019-03-21,Sant Esteve Sesrovires,Baix Llobregat,Barcelona
611,E,PAM VENTCAT,Homologació,2019-03-21,Batea,Terra Alta,Tarragona
1421,E,PAM VENTCAT,Homologació,2019-03-21,Rocafort de Queralt,Conca de Barberà,Tarragona
1910,E,PAM INUNCAT,Homologació,2019-03-21,Bot,Terra Alta,Tarragona
2718,E,PAM INUNCAT,Homologació,2019-03-21,Sant Esteve Sesrovires,Baix Llobregat,Barcelona
2404,E,PAM INFOCAT,Homologació,2019-03-21,Sant Esteve Sesrovires,Baix Llobregat,Barcelona
1898,E,PAM VENTCAT,Homologació,2019-03-21,Arnes,Terra Alta,Tarragona
1215,E,PAM VENTCAT,Homologació,2019-03-21,Freginals,Montsià,Tarragona
600,E,PAM VENTCAT,Homologació,2019-03-21,Masdenverge,Montsià,Tarragona
1287,E,PAM SISMICAT,Homologació,2019-03-21,Sant Martí d'Albars,Lluçanès,Barcelona
1775,E,PAM VENTCAT,Homologació,2019-03-21,Vilanova del Vallès,Vallès Oriental,Barcelona
1776,E,PAM VENTCAT,Homologació,2019-03-21,Estaràs,Segarra,Lleida
133,F,PEM,Homologació,2019-03-21,Santa Bàrbara,Montsià,Tarragona
595,E,PAM VENTCAT,Homologació,2019-03-21,Pinell de Brai,Terra Alta,Tarragona
2441,E,PAM NEUCAT,Homologació,2019-03-21,Sobremunt,Lluçanès,Barcelona
596,E,PAM SISMICAT,Homologació,2019-03-21,Oluges,Segarra,Lleida
533,E,PAM VENTCAT,Homologació,2019-03-21,Vilalba dels Arcs,Terra Alta,Tarragona
91,E,PAM SISMICAT,Homologació,2019-03-21,Cabra del Camp,Alt Camp,Tarragona
1437,E,PAM INFOCAT,Homologació,2019-03-21,Batea,Terra Alta,Tarragona
1443,E,PAM NEUCAT,Homologació,2019-03-21,Cabra del Camp,Alt Camp,Tarragona
569,E,PAM INUNCAT,Homologació,2019-03-21,Bruc,Anoia,Barcelona
635,F,PEM,Homologació,2019-03-21,Pinell de Brai,Terra Alta,Tarragona
1924,E,PAM NEUCAT,Homologació,2019-03-21,Planoles,Ripollès,Girona
1171,E,PAM INUNCAT,Homologació,2019-03-21,Sant Quirze del Vallès,Vallès Occidental,Barcelona
95,E,PAM INFOCAT,Homologació,2019-03-21,Vilalba dels Arcs,Terra Alta,Tarragona
2761,E,PAM INFOCAT,Homologació,2019-03-21,Espinelves,Osona,Girona
106,E,PAM NEUCAT,Homologació,2019-03-21,Masies de Voltregà,Osona,Barcelona
636,E,PAM INUNCAT,Homologació,2019-03-21,Vilanova del Vallès,Vallès Oriental,Barcelona
76,E,PAM SISMICAT,Homologació,2019-03-21,Vilaverd,Conca de Barberà,Tarragona
2763,E,PAM NEUCAT,Homologació,2019-03-21,Espinelves,Osona,Girona
1990,E,PAM SISMICAT,Homologació,2019-03-21,Masó,Alt Camp,Tarragona
1568,E,PAM INFOCAT,Homologació,2019-03-21,Oluges,Segarra,Lleida
3,E,PAM NEUCAT,Homologació,2019-03-21,Sant Quirze del Vallès,Vallès Occidental,Barcelona
4,E,PAM VENTCAT,Homologació,2019-03-21,Sant Quirze del Vallès,Vallès Occidental,Barcelona
2764,E,PAM SISMICAT,Homologació,2019-03-21,Espinelves,Osona,Girona
1258,E,PAM INFOCAT,Homologació,2019-03-21,Arnes,Terra Alta,Tarragona
1666,E,PAM INFOCAT,Homologació,2019-03-21,Pinell de Brai,Terra Alta,Tarragona
1629,E,PAM SISMICAT,Homologació,2019-03-21,Masies de Voltregà,Osona,Barcelona
101,E,PAM NEUCAT,Homologació,2019-03-21,Rocafort de Queralt,Conca de Barberà,Tarragona
1427,E,PAM INFOCAT,Homologació,2019-03-21,Estaràs,Segarra,Lleida
1637,E,PAM NEUCAT,Homologació,2019-03-21,Vilalba dels Arcs,Terra Alta,Tarragona
2490,E,PAM NEUCAT,Homologació,2019-03-21,Arnes,Terra Alta,Tarragona
1813,E,PAM INUNCAT,Homologació,2019-03-21,Planoles,Ripollès,Girona
181,E,PAM NEUCAT,Homologació,2019-03-21,Tavèrnoles,Osona,Barcelona
2372,E,PAM NEUCAT,Homologació,2019-03-21,Torrelavit,Alt Penedès,Barcelona
386,E,PAM SISMICAT,Homologació,2019-03-21,Talavera,Segarra,Lleida
460,E,PAM INFOCAT,Homologació,2019-03-21,Sobremunt,Lluçanès,Barcelona
142,E,PAM INUNCAT,Homologació,2019-03-21,Masies de Voltregà,Osona,Barcelona
2628,E,PAM NEUCAT,Homologació,2019-06-27,Espot,Pallars Sobirà,Lleida
2517,E,PAM INFOCAT,Homologació,2019-06-27,Renau,Tarragonès,Tarragona
2578,E,PAM VENTCAT,Homologació,2019-06-27,Cubelles,Garraf,Barcelona
2624,E,PAM VENTCAT,Homologació,2019-06-27,Sant Llorenç d'Hortons,Alt Penedès,Barcelona
2625,E,PAM NEUCAT,Homologació,2019-06-27,Bassella,Alt Urgell,Lleida
2515,E,PAM SISMICAT,Homologació,2019-06-27,Avinyonet de Puigventós,Alt Empordà,Girona
2579,E,PAM NEUCAT,Homologació,2019-06-27,Balenyà,Osona,Barcelona
2516,E,PAM NEUCAT,Homologació,2019-06-27,Sant Llorenç d'Hortons,Alt Penedès,Barcelona
2581,E,PAM INUNCAT,Homologació,2019-06-27,Granyanella,Segarra,Lleida
2577,E,PAM NEUCAT,Homologació,2019-06-27,Menàrguens,Noguera,Lleida
2538,E,PAM INUNCAT,Homologació,2019-06-27,Sant Llorenç Savall,Vallès Occidental,Barcelona
2620,E,PAM SISMICAT,Homologació,2019-06-27,Sort,Pallars Sobirà,Lleida
2623,E,PAM SISMICAT,Homologació,2019-06-27,Balenyà,Osona,Barcelona
2504,E,PAM INUNCAT,Homologació,2019-06-27,Camprodon,Ripollès,Girona
2612,E,PAM INFOCAT,Homologació,2019-06-27,Camprodon,Ripollès,Girona
2597,E,PAM NEUCAT,Homologació,2019-06-27,Banyoles,Pla de l'Estany,Girona
2503,E,PAM INFOCAT,Homologació,2019-06-27,Sort,Pallars Sobirà,Lleida
2610,E,PAM INUNCAT,Homologació,2019-06-27,Cogul,Garrigues,Lleida
2600,E,PAM SISMICAT,Homologació,2019-06-27,Sant Llorenç d'Hortons,Alt Penedès,Barcelona
2602,E,PAM INUNCAT,Homologació,2019-06-27,Avinyonet de Puigventós,Alt Empordà,Girona
483,E,PAM INFOCAT,Actualització,2019-06-27,Altafulla,Tarragonès,Tarragona
2609,E,PAM INFOCAT,Homologació,2019-06-27,Bassella,Alt Urgell,Lleida
2603,E,PAM INFOCAT,Homologació,2019-06-27,Espot,Pallars Sobirà,Lleida
2607,E,PAM INUNCAT,Homologació,2019-06-27,Banyoles,Pla de l'Estany,Girona
2593,E,PAM INUNCAT,Homologació,2019-06-27,Blanes,Selva,Girona
2505,E,PAM NEUCAT,Homologació,2019-06-27,Blanes,Selva,Girona
2506,E,PAM SISMICAT,Homologació,2019-06-27,Sant Llorenç Savall,Vallès Occidental,Barcelona
2614,E,PAM SISMICAT,Homologació,2019-06-27,Bassella,Alt Urgell,Lleida
2622,E,PAM NEUCAT,Homologació,2019-06-27,Sort,Pallars Sobirà,Lleida
2514,E,PAM SISMICAT,Homologació,2019-06-27,Jonquera,Alt Empordà,Girona
2585,E,PAM INUNCAT,Homologació,2019-06-27,Menàrguens,Noguera,Lleida
2586,E,PA PROCICAT,Homologació,2019-06-27,Secuita,Tarragonès,Tarragona
2511,E,PAM INUNCAT,Homologació,2019-06-27,Jonquera,Alt Empordà,Girona
2507,E,PAM INUNCAT,Homologació,2019-06-27,Cubelles,Garraf,Barcelona
2619,E,PAM INFOCAT,Homologació,2019-06-27,Cubelles,Garraf,Barcelona
2589,E,PAM NEUCAT,Homologació,2019-06-27,Cogul,Garrigues,Lleida
2590,E,PA PROCICAT,Homologació,2019-06-27,Cubelles,Garraf,Barcelona
2591,E,PAM INFOCAT,Homologació,2019-06-27,Sant Llorenç Savall,Vallès Occidental,Barcelona
2618,E,PAM VENTCAT,Homologació,2019-06-27,Renau,Tarragonès,Tarragona
2617,E,PAM VENTCAT,Homologació,2019-06-27,Sort,Pallars Sobirà,Lleida
2576,E,PAM INUNCAT,Homologació,2019-06-27,Bassella,Alt Urgell,Lleida
2630,E,PAM INFOCAT,Homologació,2019-06-27,Sant Llorenç d'Hortons,Alt Penedès,Barcelona
2640,E,PAM NEUCAT,Homologació,2019-06-27,Tavertet,Osona,Barcelona
2548,E,PAM VENTCAT,Homologació,2019-06-27,Bassella,Alt Urgell,Lleida
2557,E,PAM VENTCAT,Homologació,2019-06-27,Blanes,Selva,Girona
1476,E,PAM NEUCAT,Actualització,2019-06-27,Altafulla,Tarragonès,Tarragona
2642,E,PAM VENTCAT,Homologació,2019-06-27,Banyoles,Pla de l'Estany,Girona
2644,E,PAM SISMICAT,Homologació,2019-06-27,Blanes,Selva,Girona
2556,E,PAM NEUCAT,Homologació,2019-06-27,Avinyonet de Puigventós,Alt Empordà,Girona
2554,E,PAM INFOCAT,Homologació,2019-06-27,Blanes,Selva,Girona
2525,E,PAM INUNCAT,Homologació,2019-06-27,Secuita,Tarragonès,Tarragona
2559,E,PAM VENTCAT,Homologació,2019-06-27,Secuita,Tarragonès,Tarragona
2519,E,PAM SISMICAT,Homologació,2019-06-27,Granyanella,Segarra,Lleida
2528,E,PAM SISMICAT,Homologació,2019-06-27,Tavertet,Osona,Barcelona
2532,E,PAM VENTCAT,Homologació,2019-06-27,Avinyonet de Puigventós,Alt Empordà,Girona
2550,E,PAM NEUCAT,Homologació,2019-06-27,Sant Llorenç Savall,Vallès Occidental,Barcelona
2545,E,PAM SISMICAT,Homologació,2019-06-27,Secuita,Tarragonès,Tarragona
2549,E,PAM SISMICAT,Homologació,2019-06-27,Cubelles,Garraf,Barcelona
2546,E,PAM VENTCAT,Homologació,2019-06-27,Sant Llorenç Savall,Vallès Occidental,Barcelona
2646,E,PAM SISMICAT,Homologació,2019-06-27,Camprodon,Ripollès,Girona
2641,E,PAM INFOCAT,Homologació,2019-06-27,Cogul,Garrigues,Lleida
2638,E,PAM ALLAUCAT,Homologació,2019-06-27,Espot,Pallars Sobirà,Lleida
2631,E,PAM INFOCAT,Homologació,2019-06-27,Jonquera,Alt Empordà,Girona
2575,E,PAM SISMICAT,Homologació,2019-06-27,Banyoles,Pla de l'Estany,Girona
2537,E,PAM VENTCAT,Homologació,2019-06-27,Jonquera,Alt Empordà,Girona
2633,E,PAM SISMICAT,Homologació,2019-06-27,Espot,Pallars Sobirà,Lleida
2574,E,PAM VENTCAT,Homologació,2019-06-27,Espot,Pallars Sobirà,Lleida
2573,E,PAM INUNCAT,Homologació,2019-06-27,Sort,Pallars Sobirà,Lleida
2572,E,PAM INFOCAT,Homologació,2019-06-27,Avinyonet de Puigventós,Alt Empordà,Girona
2539,E,PAM NEUCAT,Homologació,2019-06-27,Camprodon,Ripollès,Girona
2535,E,PAM NEUCAT,Homologació,2019-06-27,Cubelles,Garraf,Barcelona
2634,E,PAM INFOCAT,Homologació,2019-06-27,Balenyà,Osona,Barcelona
2561,E,PAM INFOCAT,Homologació,2019-06-27,Banyoles,Pla de l'Estany,Girona
2635,E,PAM VENTCAT,Homologació,2019-06-27,Camprodon,Ripollès,Girona
2521,E,PAM INUNCAT,Homologació,2019-06-27,Sant Llorenç d'Hortons,Alt Penedès,Barcelona
2533,E,PAM INFOCAT,Homologació,2019-06-27,Tavertet,Osona,Barcelona
2534,E,PAM ALLAUCAT,Homologació,2019-06-27,Sort,Pallars Sobirà,Lleida
2637,E,PAM NEUCAT,Homologació,2019-06-27,Granyanella,Segarra,Lleida
2565,E,PAM NEUCAT,Homologació,2019-06-27,Jonquera,Alt Empordà,Girona
2567,E,PAM VENTCAT,Homologació,2019-06-27,Tavertet,Osona,Barcelona
2636,E,PAM INFOCAT,Homologació,2019-06-27,Secuita,Tarragonès,Tarragona
2540,E,PAM SISMICAT,Homologació,2019-06-27,Menàrguens,Noguera,Lleida
2067,E,PAM INUNCAT,Actualització,2019-06-27,Altafulla,Tarragonès,Tarragona
1674,E,PAM SISMICAT,Actualització,2019-06-27,Altafulla,Tarragonès,Tarragona
2524,E,PAM INUNCAT,Homologació,2019-06-27,Espot,Pallars Sobirà,Lleida
2569,E,PAM VENTCAT,Homologació,2019-06-27,Granyanella,Segarra,Lleida
