ANY-MES,COMARCA,INCIDENTS,CODI_COMARCA,SALVAMENTS
2020-10-01,RIPOLLES,142,31,11
2020-10-01,SEGRIA,1067,33,1
2020-10-01,SELVA,1040,34,11
2020-10-01,SOLSONES,47,35,3
2020-10-01,TERRA ALTA,49,37,1
2020-10-01,VAL D'ARAN,16,39,2
2020-10-01,VALLES OCCIDENTAL,6088,40,12
2020-10-01,VALLES ORIENTAL,2378,41,8
2020-11-01,ALT EMPORDA,800,02,3
2020-11-01,ALT PENEDES,594,03,2
2020-11-01,ALT URGELL,111,04,5
2020-11-01,ALTA RIBAGORÇA,17,05,1
2020-11-01,ANOIA,614,06,7
2020-11-01,BAGES,788,07,2
2020-11-01,BAIX CAMP,1256,08,6
2020-11-01,BAIX EBRE,406,09,1
2020-11-01,BAIX EMPORDA,625,10,4
2020-11-01,BAIX LLOBREGAT,3897,11,10
2020-11-01,BARCELONES,12459,13,6
2020-11-01,BERGUEDA,145,14,3
2020-11-01,CERDANYA,78,15,3
2020-11-01,CONCA DE BARBERA,83,16,1
2020-11-01,GARRIGUES,59,18,1
2020-11-01,GARROTXA,277,19,5
2020-11-01,GIRONES,926,20,3
2020-11-01,MARESME,2150,21,6
2020-11-01,MOIANES,49,42,3
2020-11-01,NOGUERA,155,23,2
2020-11-01,OSONA,507,24,7
2020-11-01,PALLARS JUSSA,46,25,3
2020-11-01,PALLARS SOBIRA,28,26,1
2020-11-01,PLA DE L'ESTANY,176,28,1
2020-11-01,PRIORAT,53,29,1
2020-11-01,RIPOLLES,136,31,5
2020-11-01,SELVA,823,34,6
2020-11-01,TARRAGONES,1788,36,2
2020-11-01,VAL D'ARAN,11,39,5
2020-11-01,VALLES OCCIDENTAL,4529,40,14
2020-11-01,VALLES ORIENTAL,1806,41,7
2020-12-01,ALT EMPORDA,838,02,2
2020-12-01,ALT PENEDES,602,03,3
2020-12-01,ALT URGELL,121,04,2
2020-12-01,ANOIA,634,06,2
2020-12-01,BAGES,928,07,7
2020-12-01,BAIX CAMP,1280,08,3
2020-12-01,BAIX EMPORDA,678,10,3
2020-12-01,BAIX LLOBREGAT,4145,11,7
2020-12-01,BAIX PENEDES,1061,12,1
2020-12-01,BARCELONES,13863,13,2
2020-12-01,BERGUEDA,179,14,3
2020-12-01,CONCA DE BARBERA,78,16,1
2020-12-01,GARRAF,897,17,1
2020-12-01,GARROTXA,236,19,1
2020-12-01,GIRONES,991,20,3
2020-12-01,MARESME,2351,21,5
2020-12-01,OSONA,527,24,4
2020-12-01,PALLARS JUSSA,47,25,2
2020-12-01,PALLARS SOBIRA,32,26,3
2020-12-01,PLA DE L'ESTANY,136,28,1
2020-12-01,PRIORAT,58,29,2
2020-12-01,RIPOLLES,155,31,4
2020-12-01,SEGRIA,885,33,1
2020-12-01,SELVA,952,34,4
2020-12-01,SOLSONES,40,35,1
2020-12-01,TARRAGONES,1936,36,2
2020-12-01,TERRA ALTA,34,37,1
2020-12-01,VAL D'ARAN,27,39,8
2020-12-01,VALLES OCCIDENTAL,5380,40,9
2020-12-01,VALLES ORIENTAL,1894,41,4
2021-01-01,ALT CAMP,300,01,1
2021-01-01,ALT EMPORDA,888,02,4
2021-01-01,ALT PENEDES,688,03,1
2021-01-01,ALTA RIBAGORÇA,19,05,1
2021-01-01,ANOIA,710,06,3
2021-01-01,BAGES,1009,07,3
2021-01-01,BAIX EBRE,478,09,4
2021-01-01,BAIX EMPORDA,747,10,2
2021-01-01,BAIX LLOBREGAT,4829,11,15
2021-01-01,BAIX PENEDES,1082,12,2
2021-01-01,BARCELONES,16014,13,3
2021-01-01,BERGUEDA,176,14,3
2021-01-01,CERDANYA,93,15,1
2021-01-01,GARRAF,946,17,2
2021-01-01,GARRIGUES,98,18,1
2021-01-01,GARROTXA,274,19,3
2021-01-01,GIRONES,1047,20,2
2021-01-01,MARESME,2629,21,1
2021-01-01,MOIANES,66,42,1
2021-01-01,MONTSIA,443,22,1
2021-01-01,OSONA,562,24,1
2021-01-01,PALLARS JUSSA,69,25,1
2021-01-01,PALLARS SOBIRA,34,26,3
2021-01-01,PLA DE L'ESTANY,136,28,1
2021-01-01,PRIORAT,85,29,3
2021-01-01,RIBERA D'EBRE,102,30,2
2021-01-01,SEGRIA,956,33,1
2021-01-01,SELVA,896,34,5
2021-01-01,SOLSONES,37,35,1
2021-01-01,TARRAGONES,2108,36,1
2021-01-01,TERRA ALTA,39,37,2
2021-01-01,VAL D'ARAN,37,39,8
2021-01-01,VALLES OCCIDENTAL,5798,40,14
2021-01-01,VALLES ORIENTAL,2021,41,5
2021-02-01,ALT EMPORDA,656,02,3
2021-02-01,ALT URGELL,97,04,1
2021-02-01,ALTA RIBAGORÇA,16,05,2
2021-02-01,ANOIA,567,06,2
2021-02-01,BAGES,798,07,2
2021-02-01,BAIX CAMP,1165,08,3
2021-02-01,BAIX EMPORDA,542,10,1
2021-02-01,BAIX LLOBREGAT,3663,11,5
2021-02-01,BAIX PENEDES,778,12,1
2021-02-01,BARCELONES,13591,13,2
2021-02-01,BERGUEDA,150,14,2
2021-02-01,CONCA DE BARBERA,105,16,1
2021-02-01,GARRAF,864,17,4
2021-02-01,GARRIGUES,67,18,1
2021-02-01,GARROTXA,239,19,2
2021-02-01,GIRONES,928,20,1
2021-02-01,MARESME,2105,21,2
2021-02-01,MONTSIA,272,22,1
2021-02-01,NOGUERA,149,23,2
2021-02-01,OSONA,466,24,2
2021-02-01,PALLARS SOBIRA,21,26,2
2021-02-01,PLA DE L'ESTANY,129,28,3
2021-02-01,RIPOLLES,104,31,2
2021-02-01,SELVA,762,34,1
2021-02-01,TARRAGONES,1666,36,1
2021-02-01,VAL D'ARAN,15,39,4
2021-02-01,VALLES OCCIDENTAL,4501,40,10
2021-02-01,VALLES ORIENTAL,1714,41,3
2021-03-01,ALT CAMP,250,01,1
2021-03-01,ALT EMPORDA,800,02,2
2021-03-01,ALT PENEDES,540,03,1
2021-03-01,ALT URGELL,109,04,2
2021-03-01,ALTA RIBAGORÇA,15,05,3
2021-03-01,ANOIA,610,06,1
2021-03-01,BAGES,904,07,11
2021-03-01,BAIX CAMP,1197,08,5
2021-03-01,BAIX EBRE,390,09,2
2021-03-01,BAIX EMPORDA,670,10,2
2021-03-01,BAIX LLOBREGAT,4127,11,17
2021-03-01,BAIX PENEDES,990,12,1
2021-03-01,BARCELONES,14635,13,2
2021-03-01,BERGUEDA,183,14,2
2021-03-01,CERDANYA,100,15,5
2021-03-01,CONCA DE BARBERA,86,16,1
2021-03-01,GARRAF,972,17,3
2021-03-01,GARRIGUES,67,18,1
2021-03-01,GARROTXA,288,19,4
2021-03-01,GIRONES,1018,20,6
2021-03-01,MARESME,2251,21,7
2021-03-01,NOGUERA,195,23,1
2021-03-01,OSONA,532,24,6
2021-03-01,PALLARS SOBIRA,43,26,6
2021-03-01,RIBERA D'EBRE,84,30,1
2021-03-01,RIPOLLES,132,31,5
2021-03-01,SEGRIA,1025,33,1
2021-03-01,SELVA,951,34,5
2021-03-01,TARRAGONES,1858,36,1
2021-03-01,TERRA ALTA,35,37,2
2021-03-01,VAL D'ARAN,27,39,8
2021-03-01,VALLES OCCIDENTAL,4903,40,15
2021-03-01,VALLES ORIENTAL,1920,41,6
2021-04-01,ALT CAMP,267,01,2
2021-04-01,ALT EMPORDA,732,02,8
2021-04-01,ALT PENEDES,554,03,2
2021-04-01,ALT URGELL,129,04,2
2021-04-01,ALTA RIBAGORÇA,16,05,1
2021-04-01,ANOIA,674,06,7
2021-04-01,BAGES,875,07,2
2021-04-01,BAIX CAMP,1270,08,2
2021-04-01,BAIX EBRE,440,09,4
2021-04-01,BAIX EMPORDA,725,10,9
2021-04-01,BAIX LLOBREGAT,4113,11,19
2021-04-01,BAIX PENEDES,1036,12,3
2021-04-01,BARCELONES,14599,13,4
2021-04-01,BERGUEDA,165,14,3
2021-04-01,CERDANYA,95,15,2
2021-04-01,CONCA DE BARBERA,99,16,3
2021-04-01,GARRAF,915,17,4
2021-04-01,GARROTXA,258,19,2
2021-04-01,GIRONES,1041,20,2
2021-04-01,MARESME,2287,21,2
2021-04-01,MONTSIA,323,22,1
2021-04-01,NOGUERA,206,23,5
2021-04-01,OSONA,516,24,2
2021-04-01,PALLARS JUSSA,60,25,4
2021-04-01,PALLARS SOBIRA,29,26,3
2021-04-01,PRIORAT,75,29,1
2021-04-01,RIBERA D'EBRE,106,30,1
2021-04-01,RIPOLLES,128,31,5
2021-04-01,SELVA,867,34,5
2021-04-01,TERRA ALTA,33,37,3
2021-04-01,URGELL,125,38,1
2021-04-01,VAL D'ARAN,27,39,4
2021-04-01,VALLES OCCIDENTAL,4985,40,13
2021-04-01,VALLES ORIENTAL,1945,41,8
2021-05-01,ALT EMPORDA,962,02,5
2021-05-01,ALT PENEDES,581,03,1
2021-05-01,ALT URGELL,108,04,4
2021-05-01,ALTA RIBAGORÇA,10,05,2
2021-05-01,ANOIA,674,06,4
2021-05-01,BAGES,1016,07,13
2021-05-01,BAIX EBRE,483,09,3
2021-05-01,BAIX EMPORDA,772,10,6
2021-05-01,BAIX LLOBREGAT,4439,11,11
2021-05-01,BAIX PENEDES,1025,12,1
2021-05-01,BARCELONES,15169,13,3
2021-05-01,BERGUEDA,197,14,7
2021-05-01,CERDANYA,102,15,2
2021-05-01,CONCA DE BARBERA,104,16,2
2021-05-01,GARRAF,1013,17,1
2021-05-01,GARROTXA,263,19,1
2021-05-01,GIRONES,1038,20,2
2021-05-01,MARESME,2328,21,6
2021-05-01,MOIANES,51,42,1
2021-05-01,MONTSIA,341,22,1
2021-05-01,NOGUERA,210,23,3
2021-05-01,OSONA,601,24,11
2021-05-01,PALLARS JUSSA,58,25,2
2021-05-01,PALLARS SOBIRA,25,26,1
2021-05-01,PLA DE L'ESTANY,108,28,2
2021-05-01,PRIORAT,66,29,4
2021-05-01,RIBERA D'EBRE,99,30,1
2021-05-01,RIPOLLES,142,31,10
2021-05-01,SEGRIA,1067,33,1
2021-05-01,SELVA,974,34,7
2021-05-01,SOLSONES,39,35,4
2021-05-01,TARRAGONES,2093,36,1
2021-05-01,TERRA ALTA,46,37,3
2021-05-01,VAL D'ARAN,20,39,1
2021-05-01,VALLES OCCIDENTAL,5086,40,16
2021-05-01,VALLES ORIENTAL,1991,41,8
2021-06-01,ALT CAMP,304,01,1
2021-06-01,ALT EMPORDA,1109,02,6
2021-06-01,ALT PENEDES,735,03,2
2021-06-01,ALT URGELL,130,04,5
2021-06-01,ALTA RIBAGORÇA,18,05,1
2021-06-01,ANOIA,674,06,2
2021-06-01,BAGES,950,07,5
2021-06-01,BAIX CAMP,1645,08,4
2021-06-01,BAIX EBRE,522,09,1
2021-06-01,BAIX EMPORDA,1079,10,8
2021-06-01,BAIX LLOBREGAT,4792,11,9
2021-06-01,BARCELONES,17094,13,2
2021-06-01,BERGUEDA,195,14,5
2021-06-01,CERDANYA,133,15,3
2021-06-01,GARRAF,1231,17,2
2021-06-01,GARROTXA,293,19,2
2021-06-01,GIRONES,1208,20,2
2021-06-01,MARESME,2982,21,5
2021-06-01,MOIANES,66,42,1
2021-06-01,MONTSIA,369,22,1
2021-06-01,NOGUERA,228,23,3
2021-06-01,OSONA,619,24,7
2021-06-01,PALLARS JUSSA,66,25,3
2021-06-01,PALLARS SOBIRA,33,26,6
2021-06-01,PRIORAT,56,29,5
2021-06-01,RIBERA D'EBRE,122,30,1
2021-06-01,RIPOLLES,150,31,14
2021-06-01,SEGARRA,86,32,2
2021-06-01,SELVA,1162,34,2
2021-06-01,SOLSONES,61,35,2
2021-06-01,TERRA ALTA,36,37,1
2021-06-01,VAL D'ARAN,10,39,1
2021-06-01,VALLES OCCIDENTAL,5679,40,13
2021-06-01,VALLES ORIENTAL,2392,41,4
2021-07-01,ALT CAMP,356,01,2
2021-07-01,ALT EMPORDA,1730,02,6
2021-07-01,ALT PENEDES,864,03,5
2021-07-01,ALT URGELL,151,04,4
2021-07-01,ALTA RIBAGORÇA,37,05,14
2021-07-01,ANOIA,925,06,6
2021-07-01,BAGES,1192,07,5
2021-07-01,BAIX CAMP,2155,08,5
2021-07-01,BAIX EBRE,564,09,7
2021-07-01,BAIX EMPORDA,1524,10,5
2021-07-01,BAIX LLOBREGAT,6086,11,7
2021-07-01,BERGUEDA,246,14,8
2021-07-01,CERDANYA,172,15,6
2021-07-01,CONCA DE BARBERA,196,16,1
2021-07-01,GARRAF,1491,17,1
2021-07-01,GARRIGUES,123,18,1
2021-07-01,GARROTXA,328,19,4
2021-07-01,GIRONES,1351,20,2
2021-07-01,MARESME,3694,21,2
2021-07-01,MOIANES,78,42,1
2021-07-01,NOGUERA,264,23,5
2021-07-01,OSONA,799,24,4
2021-07-01,PALLARS JUSSA,104,25,4
2021-07-01,PALLARS SOBIRA,77,26,19
2021-07-01,PRIORAT,77,29,2
2021-07-01,RIPOLLES,188,31,16
2021-07-01,SEGRIA,1451,33,1
2021-07-01,SELVA,1704,34,3
2021-07-01,SOLSONES,79,35,1
2021-07-01,TARRAGONES,3451,36,3
2021-07-01,TERRA ALTA,59,37,4
2021-07-01,VAL D'ARAN,42,39,16
2021-07-01,VALLES OCCIDENTAL,7077,40,4
2021-07-01,VALLES ORIENTAL,3020,41,7
2021-08-01,ALT CAMP,327,01,1
2021-08-01,ALT EMPORDA,1578,02,20
2021-08-01,ALT PENEDES,646,03,1
2021-08-01,ALT URGELL,168,04,5
2021-08-01,ALTA RIBAGORÇA,48,05,10
2021-08-01,ANOIA,715,06,3
2021-08-01,BAGES,968,07,5
2021-08-01,BAIX CAMP,1776,08,3
2021-08-01,BAIX EBRE,614,09,5
2021-08-01,BAIX EMPORDA,1556,10,13
2021-08-01,BAIX LLOBREGAT,4036,11,10
2021-08-01,BERGUEDA,213,14,9
2021-08-01,CERDANYA,223,15,13
2021-08-01,CONCA DE BARBERA,156,16,2
2021-08-01,GARRAF,1221,17,2
2021-08-01,GARROTXA,335,19,13
2021-08-01,GIRONES,1079,20,4
2021-08-01,MARESME,2816,21,2
2021-08-01,MOIANES,73,42,2
2021-08-01,NOGUERA,262,23,5
2021-08-01,OSONA,631,24,9
2021-08-01,PALLARS JUSSA,110,25,6
2021-08-01,PALLARS SOBIRA,113,26,22
2021-08-01,PRIORAT,76,29,3
2021-08-01,RIBERA D'EBRE,107,30,2
2021-08-01,RIPOLLES,193,31,23
2021-08-01,SELVA,1573,34,10
2021-08-01,SOLSONES,70,35,2
2021-08-01,TARRAGONES,2888,36,1
2021-08-01,TERRA ALTA,69,37,2
2021-08-01,VAL D'ARAN,62,39,18
2021-08-01,VALLES OCCIDENTAL,4856,40,6
2021-08-01,VALLES ORIENTAL,1897,41,8
2021-09-01,ALT EMPORDA,992,02,9
2021-09-01,ALT PENEDES,622,03,3
2021-09-01,ALT URGELL,104,04,3
2021-09-01,ALTA RIBAGORÇA,22,05,6
2021-09-01,ANOIA,584,06,1
2021-09-01,BAGES,872,07,6
2021-09-01,BAIX CAMP,1283,08,1
2021-09-01,BAIX EBRE,435,09,2
2021-09-01,BAIX EMPORDA,923,10,7
2021-09-01,BAIX LLOBREGAT,4093,11,11
2021-09-01,BARCELONES,14998,13,2
2021-09-01,BERGUEDA,220,14,18
2021-09-01,CERDANYA,97,15,6
2021-09-01,CONCA DE BARBERA,94,16,2
2021-09-01,GARRAF,958,17,1
2021-09-01,GARRIGUES,61,18,2
2021-09-01,GARROTXA,267,19,8
2021-09-01,GIRONES,913,20,3
2021-09-01,MARESME,2463,21,6
2021-09-01,MOIANES,56,42,2
2021-09-01,MONTSIA,808,22,7
2021-09-01,NOGUERA,188,23,5
2021-09-01,OSONA,588,24,8
2021-09-01,PALLARS JUSSA,61,25,1
2021-09-01,PALLARS SOBIRA,28,26,4
2021-09-01,PRIORAT,55,29,2
2021-09-01,RIBERA D'EBRE,71,30,1
2021-09-01,RIPOLLES,132,31,13
2021-09-01,SEGRIA,1044,33,2
2021-09-01,SELVA,1082,34,6
2021-09-01,SOLSONES,42,35,1
2021-09-01,TARRAGONES,2042,36,2
2021-09-01,TERRA ALTA,34,37,1
2021-09-01,URGELL,108,38,1
2021-09-01,VAL D'ARAN,23,39,5
2021-09-01,VALLES OCCIDENTAL,4834,40,10
2021-09-01,VALLES ORIENTAL,1941,41,5
2021-10-01,ALT CAMP,267,01,3
2021-10-01,ALT EMPORDA,913,02,6
2021-10-01,ALT PENEDES,594,03,1
2021-10-01,ALT URGELL,127,04,9
2021-10-01,ALTA RIBAGORÇA,13,05,1
2021-10-01,ANOIA,655,06,5
2021-10-01,BAGES,936,07,7
2021-10-01,BAIX CAMP,1329,08,2
2021-10-01,BAIX EBRE,446,09,5
2021-10-01,BAIX EMPORDA,716,10,6
2021-10-01,BAIX LLOBREGAT,4249,11,10
2021-10-01,BARCELONES,15724,13,2
2021-10-01,BERGUEDA,198,14,21
2021-10-01,CERDANYA,109,15,5
2021-10-01,CONCA DE BARBERA,118,16,4
2021-10-01,GARRAF,1010,17,1
2021-10-01,GARRIGUES,81,18,1
2021-10-01,GARROTXA,304,19,6
2021-10-01,GIRONES,1030,20,3
2021-10-01,MARESME,2449,21,3
2021-10-01,MOIANES,76,42,2
2021-10-01,MONTSIA,318,22,3
2021-10-01,NOGUERA,200,23,3
2021-10-01,OSONA,664,24,11
2021-10-01,PALLARS JUSSA,74,25,5
2021-10-01,PALLARS SOBIRA,34,26,4
2021-10-01,PRIORAT,58,29,2
2021-10-01,RIBERA D'EBRE,76,30,1
2021-10-01,RIPOLLES,143,31,13
2021-10-01,SEGRIA,1112,33,1
2021-10-01,SELVA,1015,34,8
2021-10-01,SOLSONES,61,35,4
2021-10-01,TARRAGONES,2086,36,1
2021-10-01,TERRA ALTA,45,37,2
2021-10-01,VAL D'ARAN,24,39,7
2021-10-01,VALLES OCCIDENTAL,5022,40,11
2021-10-01,VALLES ORIENTAL,1975,41,4
2021-11-01,ALT EMPORDA,885,02,6
2021-11-01,ALT PENEDES,650,03,2
2021-11-01,ALT URGELL,114,04,4
2021-11-01,ALTA RIBAGORÇA,15,05,2
2021-11-01,ANOIA,679,06,4
2021-11-01,BAGES,987,07,7
2021-11-01,BAIX CAMP,1334,08,1
2021-11-01,BAIX EMPORDA,671,10,2
2021-11-01,BAIX LLOBREGAT,4374,11,3
2021-11-01,BARCELONES,16193,13,1
2021-11-01,BERGUEDA,211,14,4
2021-11-01,CERDANYA,104,15,4
2021-11-01,CONCA DE BARBERA,125,16,2
2021-11-01,GARRAF,974,17,3
2021-11-01,GARROTXA,280,19,4
2021-11-01,GIRONES,1100,20,4
2021-11-01,MARESME,2505,21,4
2021-11-01,MOIANES,73,42,2
2021-11-01,NOGUERA,192,23,2
2021-11-01,OSONA,636,24,4
2021-11-01,PALLARS JUSSA,69,25,1
2021-11-01,PALLARS SOBIRA,27,26,1
2021-11-01,RIBERA D'EBRE,83,30,2
2021-11-01,RIPOLLES,155,31,5
2021-11-01,SEGRIA,1120,33,1
2021-11-01,SELVA,998,34,4
2021-11-01,SOLSONES,55,35,2
2021-11-01,TARRAGONES,2007,36,1
2021-11-01,VAL D'ARAN,16,39,5
2021-11-01,VALLES OCCIDENTAL,5450,40,14
2021-11-01,VALLES ORIENTAL,2142,41,5
2021-12-01,ALT CAMP,316,01,4
2021-12-01,ALT EMPORDA,1060,02,3
2021-12-01,ALT PENEDES,808,03,3
2021-12-01,ALT URGELL,150,04,5
2021-12-01,ANOIA,866,06,1
2021-12-01,BAGES,1170,07,2
2021-12-01,BAIX CAMP,1738,08,2
2021-12-01,BAIX EBRE,592,09,1
2021-12-01,BAIX EMPORDA,820,10,3
2021-12-01,BAIX LLOBREGAT,5388,11,8
2021-12-01,BAIX PENEDES,1272,12,1
2021-12-01,BARCELONES,20812,13,1
2021-12-01,BERGUEDA,280,14,7
2021-12-01,CERDANYA,187,15,6
2021-12-01,CONCA DE BARBERA,128,16,1
2021-12-01,GARRAF,1286,17,1
2021-12-01,GARROTXA,346,19,1
2021-12-01,GIRONES,1328,20,3
2021-12-01,MARESME,3013,21,4
2021-12-01,MONTSIA,422,22,4
2021-12-01,NOGUERA,214,23,1
2021-12-01,OSONA,816,24,5
2021-12-01,PALLARS JUSSA,70,25,3
2021-12-01,PALLARS SOBIRA,52,26,5
2021-12-01,PLA DE L'ESTANY,169,28,1
2021-12-01,PRIORAT,67,29,4
2021-12-01,RIPOLLES,219,31,9
2021-12-01,SELVA,1325,34,4
2021-12-01,SOLSONES,65,35,3
2021-12-01,VAL D'ARAN,73,39,23
2021-12-01,VALLES OCCIDENTAL,6768,40,4
2021-12-01,VALLES ORIENTAL,2747,41,7
2022-01-01,ALT CAMP,365,01,1
2022-01-01,ALT EMPORDA,1056,02,2
2022-01-01,ALT PENEDES,782,03,2
2022-01-01,ALT URGELL,152,04,5
2022-01-01,ANOIA,844,06,9
2022-01-01,BAGES,1200,07,9
2022-01-01,BAIX CAMP,1730,08,4
2022-01-01,BAIX EBRE,529,09,2
2022-01-01,BAIX EMPORDA,838,10,4
2022-01-01,BAIX LLOBREGAT,5530,11,6
2022-01-01,BAIX PENEDES,1317,12,1
2022-01-01,BERGUEDA,255,14,6
2022-01-01,CERDANYA,196,15,4
2022-01-01,GARRAF,1289,17,2
2022-01-01,GARROTXA,374,19,3
2022-01-01,GIRONES,1356,20,3
2022-01-01,MARESME,2986,21,4
2022-01-01,MOIANES,72,42,2
2022-01-01,MONTSIA,421,22,1
2022-01-01,NOGUERA,250,23,5
2022-01-01,OSONA,799,24,7
2022-01-01,PALLARS SOBIRA,60,26,5
2022-01-01,PRIORAT,64,29,1
2022-01-01,RIPOLLES,206,31,6
2022-01-01,SELVA,1148,34,1
2022-01-01,SOLSONES,69,35,2
2022-01-01,TARRAGONES,2517,36,1
2022-01-01,TERRA ALTA,51,37,1
2022-01-01,URGELL,218,38,1
2022-01-01,VAL D'ARAN,52,39,26
2022-01-01,VALLES OCCIDENTAL,6796,40,16
2022-01-01,VALLES ORIENTAL,2646,41,4
2022-02-01,ALT CAMP,276,01,1
2022-02-01,ALT EMPORDA,856,02,3
2022-02-01,ALT PENEDES,529,03,3
2022-02-01,ALT URGELL,127,04,3
2022-02-01,ALTA RIBAGORÇA,27,05,3
2022-02-01,ANOIA,570,06,7
2022-02-01,BAGES,839,07,2
2022-02-01,BAIX CAMP,1253,08,1
2022-02-01,BAIX EBRE,397,09,1
2022-02-01,BAIX EMPORDA,640,10,3
2022-02-01,BAIX LLOBREGAT,3553,11,5
2022-02-01,BAIX PENEDES,888,12,1
2022-02-01,BARCELONES,12995,13,1
2022-02-01,BERGUEDA,171,14,4
2022-02-01,CERDANYA,137,15,2
2022-02-01,CONCA DE BARBERA,82,16,1
2022-02-01,GARRAF,928,17,2
2022-02-01,GARROTXA,274,19,6
2022-02-01,GIRONES,925,20,5
2022-02-01,MARESME,2117,21,1
2022-02-01,MOIANES,59,42,1
2022-02-01,MONTSIA,266,22,2
2022-02-01,NOGUERA,178,23,2
2022-02-01,OSONA,661,24,2
2022-02-01,PALLARS JUSSA,50,25,2
2022-02-01,PALLARS SOBIRA,50,26,6
2022-02-01,PLA DE L'ESTANY,110,28,1
2022-02-01,PRIORAT,58,29,4
2022-02-01,RIBERA D'EBRE,86,30,1
2022-02-01,RIPOLLES,149,31,3
2022-02-01,SEGARRA,64,32,1
2022-02-01,SEGRIA,919,33,1
2022-02-01,SELVA,870,34,2
2022-02-01,VAL D'ARAN,44,39,17
2022-02-01,VALLES OCCIDENTAL,4293,40,5
2022-02-01,VALLES ORIENTAL,1815,41,6
2022-03-01,ALT EMPORDA,835,02,4
2022-03-01,ALT PENEDES,581,03,1
2022-03-01,ALT URGELL,127,04,2
2022-03-01,ALTA RIBAGORÇA,22,05,1
2022-03-01,ANOIA,661,06,3
2022-03-01,BAGES,926,07,2
2022-03-01,BAIX CAMP,1234,08,4
2022-03-01,BAIX EBRE,395,09,3
2022-03-01,BAIX EMPORDA,665,10,3
2022-03-01,BAIX LLOBREGAT,4126,11,5
2022-03-01,BARCELONES,14839,13,2
2022-03-01,BERGUEDA,176,14,1
2022-03-01,CERDANYA,108,15,2
2022-03-01,GARROTXA,285,19,2
2022-03-01,GIRONES,1019,20,2
2022-03-01,MARESME,2211,21,2
2022-03-01,NOGUERA,148,23,4
2022-03-01,OSONA,629,24,3
2022-03-01,PALLARS JUSSA,68,25,3
2022-03-01,PALLARS SOBIRA,35,26,1
2022-03-01,RIPOLLES,127,31,5
2022-03-01,SEGARRA,55,32,1
2022-03-01,SELVA,917,34,4
2022-03-01,TARRAGONES,1839,36,3
2022-03-01,VAL D'ARAN,36,39,11
2022-03-01,VALLES OCCIDENTAL,4820,40,4
2022-03-01,VALLES ORIENTAL,1952,41,6
2022-04-01,ALT CAMP,277,01,4
2022-04-01,ALT EMPORDA,977,02,4
2022-04-01,ALT PENEDES,585,03,4
2022-04-01,ALT URGELL,153,04,3
2022-04-01,ALTA RIBAGORÇA,23,05,1
2022-04-01,ANOIA,585,06,1
2022-04-01,BAGES,951,07,6
2022-04-01,BAIX CAMP,1384,08,4
2022-04-01,BAIX EBRE,476,09,3
2022-04-01,BAIX EMPORDA,832,10,6
2022-04-01,BAIX LLOBREGAT,4147,11,11
2022-04-01,BAIX PENEDES,1057,12,1
2022-04-01,BARCELONES,15354,13,5
2022-04-01,BERGUEDA,183,14,4
2022-04-01,CERDANYA,107,15,6
2022-04-01,GARRAF,1000,17,1
2022-04-01,GARROTXA,274,19,3
2022-04-01,GIRONES,946,20,2
2022-04-01,MARESME,2303,21,2
2022-04-01,MONTSIA,347,22,1
2022-04-01,NOGUERA,182,23,1
2022-04-01,OSONA,640,24,6
2022-04-01,PALLARS JUSSA,74,25,5
2022-04-01,PRIORAT,73,29,2
2022-04-01,RIBERA D'EBRE,96,30,2
2022-04-01,RIPOLLES,149,31,6
2022-04-01,SEGARRA,63,32,1
2022-04-01,SEGRIA,978,33,2
2022-04-01,SELVA,1092,34,5
2022-04-01,SOLSONES,60,35,2
2022-04-01,TERRA ALTA,44,37,3
2022-04-01,VAL D'ARAN,38,39,8
2022-04-01,VALLES OCCIDENTAL,4815,40,11
2022-04-01,VALLES ORIENTAL,2000,41,6
2022-05-01,ALT CAMP,331,01,1
2022-05-01,ALT EMPORDA,1107,02,5
2022-05-01,ALT PENEDES,663,03,3
2022-05-01,ALT URGELL,142,04,3
2022-05-01,ALTA RIBAGORÇA,12,05,1
2022-05-01,ANOIA,740,06,3
2022-05-01,BAGES,1031,07,5
2022-05-01,BAIX CAMP,1571,08,1
2022-05-01,BAIX EBRE,462,09,3
2022-05-01,BAIX EMPORDA,804,10,6
2022-05-01,BAIX LLOBREGAT,4921,11,10
2022-05-01,BARCELONES,16909,13,2
2022-05-01,BERGUEDA,210,14,11
2022-05-01,CERDANYA,82,15,4
2022-05-01,GARRIGUES,104,18,1
2022-05-01,GARROTXA,292,19,6
2022-05-01,MARESME,2691,21,4
2022-05-01,MONTSIA,400,22,2
2022-05-01,NOGUERA,201,23,2
2022-05-01,OSONA,645,24,6
2022-05-01,PALLARS JUSSA,58,25,4
2022-05-01,PALLARS SOBIRA,29,26,5
2022-05-01,PLA DE L'ESTANY,136,28,1
2022-05-01,RIPOLLES,129,31,4
2022-05-01,SELVA,1295,34,6
2022-05-01,SOLSONES,63,35,1
2022-05-01,TARRAGONES,2419,36,4
2022-05-01,VAL D'ARAN,16,39,3
2022-05-01,VALLES OCCIDENTAL,5690,40,9
2022-05-01,VALLES ORIENTAL,2194,41,3
2022-06-01,ALT CAMP,366,01,2
2022-06-01,ALT EMPORDA,1387,02,6
2022-06-01,ANOIA,819,06,1
2022-06-01,BAGES,1144,07,9
2022-06-01,BAIX CAMP,1928,08,3
2022-06-01,BAIX EBRE,607,09,1
