ACT_NUM_ACTUACIO,NOM REGIO,TAL_COD_ALARMA1,TGA_NOM_GRUPO,TAL_COD_ALARMA2,TAL_NOM_ALARMA,CODI_INE,MUNICIPI,NOM_POBLACIO,CODI_COMARCA,NOM_COMARCA,ANY,MES,ACT_DAT_ACTUACIO,ACT_X_UTM,ACT_Y_UTM,CODI_REGIO,VALIDAT,LONGITUD,LATITUD,GEOREFERÈNCIA
232539916,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08261,Santa Susanna,Santa Susanna,21,Maresme,2023,10,08/10/2023,474668,4610652,25,N,2.695797715126492,41.6472077306809,POINT (2.695797715126 41.647207730681)
230315085,Lleida,SV,salvaments,MU,Salvament i/o rescat de muntanya,25043,"Vall de Boí, La","Vall de Boí, La",05,Alta Ribagorça,2023,10,08/10/2023,324638,4719040,03,N,0.862264040641893,42.603853695832,POINT (0.862264040642 42.603853695832)
232315301,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,08175,Puig-reig,Cal Riera,14,Berguedà,2023,10,08/10/2023,407110,4642434,23,N,1.8796415782108,41.92840451498012,POINT (1.879641578211 41.92840451498)
230229809,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17095,Lloret de Mar,Lloret de Mar,34,Selva,2023,10,08/10/2023,487480,4620337,02,N,2.849448083699233,41.73474591484683,POINT (2.849448083699 41.734745914847)
230229850,Girona,SV,salvaments,RA,Acompanyament de persones perdudes,17185,Sant Joan les Fonts,Sant Joan les Fonts,19,Garrotxa,2023,10,08/10/2023,463030,4673271,02,N,2.552117097020222,42.210731354776094,POINT (2.55211709702 42.210731354776)
230420131,Tarragona,SV,salvaments,MU,Salvament i/o rescat de muntanya,43148,Tarragona,Tarragona,36,Tarragonès,2023,10,08/10/2023,357036,4556544,04,N,1.296329461300067,41.14762638042342,POINT (1.2963294613 41.147626380423)
230315095,Lleida,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,25017,Alins,Alins,26,Pallars Sobirà,2023,10,08/10/2023,368710,4725076,03,N,1.397887997940804,42.66695501006803,POINT (1.397887997941 42.666955010068)
232315314,Centre,SV,salvaments,RG,Guiatge de persones perdudes,08142,"Nou de Berguedà, La","Nou de Berguedà, La",14,Berguedà,2023,10,08/10/2023,409029,4671887,23,N,1.89820661460816,42.19384960404564,POINT (1.898206614608 42.193849604046)
232703186,U.F. Val d'Aran,SV,salvaments,MU,Salvament i/o rescat de muntanya,25025,Naut Aran,Naut Aran,39,Val d'Aran,2023,10,08/10/2023,323163,4720033,27,N,0.843987210457269,42.612453200266195,POINT (0.843987210457 42.612453200266)
232703189,U.F. Val d'Aran,SV,salvaments,MU,Salvament i/o rescat de muntanya,25025,Naut Aran,Naut Aran,39,Val d'Aran,2023,10,08/10/2023,323516,4722013,27,N,0.847674126138888,42.63035275251933,POINT (0.847674126139 42.630352752519)
232315307,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,25051,Bellver de Cerdanya,Ordèn,15,Cerdanya,2023,10,08/10/2023,399275,4695942,23,N,1.775907156979396,42.4092488900282,POINT (1.775907156979 42.409248890028)
232539897,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08209,Sant Fost de Campsentelles,Sant Fost de Campsentelles,41,Vallès Oriental,2023,10,08/10/2023,436406,4594137,25,N,2.238101277530562,41.49633051345607,POINT (2.238101277531 41.496330513456)
232539783,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08279,Terrassa,Terrassa,40,Vallès Occidental,2023,10,07/10/2023,420932,4602826,25,N,2.051591861200624,41.5732077255202,POINT (2.051591861201 41.57320772552)
230420068,Tarragona,SV,salvaments,MU,Salvament i/o rescat de muntanya,43137,Sant Jaume dels Domenys,Sant Jaume dels Domenys,12,Baix Penedès,2023,10,07/10/2023,376294,4573404,04,N,1.522329673806896,41.30261411272594,POINT (1.522329673807 41.302614112726)
232427970,Metropolitana Sud,SV,salvaments,MU,Salvament i/o rescat de muntanya,08244,Santa Coloma de Cervelló,Santa Coloma de Cervelló,11,Baix Llobregat,2023,10,07/10/2023,416903,4578861,24,N,2.006571606531197,41.35696663332968,POINT (2.006571606531 41.35696663333)
232703179,U.F. Val d'Aran,SV,salvaments,MU,Salvament i/o rescat de muntanya,25025,Naut Aran,Naut Aran,39,Val d'Aran,2023,10,07/10/2023,323826,4720824,27,N,0.851820259128898,42.619723485304554,POINT (0.851820259129 42.619723485305)
232315275,Centre,SV,salvaments,RG,Guiatge de persones perdudes,25100,Gósol,Gósol,14,Berguedà,2023,10,07/10/2023,391222,4677152,23,N,1.68160242029504,42.23898153319153,POINT (1.681602420295 42.238981533192)
232315279,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,17099,Meranges,Meranges,15,Cerdanya,2023,10,07/10/2023,397879,4702681,23,N,1.757747513717074,42.46974348660951,POINT (1.757747513717 42.46974348661)
232427951,Metropolitana Sud,SV,salvaments,MU,Salvament i/o rescat de muntanya,08221,Sant Just Desvern,Sant Just Desvern,11,Baix Llobregat,2023,10,07/10/2023,424505,4583587,24,N,2.09685379796839,41.40028005228891,POINT (2.096853797968 41.400280052289)
232427975,Metropolitana Sud,SV,salvaments,MU,Salvament i/o rescat de muntanya,08240,Sant Sadurní d'Anoia,Sant Sadurní d'Anoia,03,Alt Penedès,2023,10,07/10/2023,398674,4586118,24,N,1.787471836187267,41.420233070696526,POINT (1.787471836187 41.420233070697)
230229736,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17043,Queralbs,Queralbs,31,Ripollès,2023,10,07/10/2023,430304,4693640,02,N,2.153226903901122,42.391925563307026,POINT (2.153226903901 42.391925563307)
230315058,Lleida,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,25002,Àger,Àger,23,Noguera,2023,10,07/10/2023,307864,4660155,03,N,0.677530619394438,42.069970853337615,POINT (0.677530619394 42.069970853338)
230315055,Lleida,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,25027,Anglesola,Anglesola,38,Urgell,2023,10,07/10/2023,341067,4613401,03,N,1.091200366400734,41.65651851752751,POINT (1.091200366401 41.656518517528)
232539811,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08266,Cerdanyola del Vallès,Cerdanyola del Vallès,40,Vallès Occidental,2023,10,07/10/2023,427172,4591664,25,N,2.127782071356752,41.47327161529551,POINT (2.127782071357 41.473271615296)
232539800,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08267,Sentmenat,Sentmenat,40,Vallès Occidental,2023,10,07/10/2023,425030,4609846,25,N,2.099862387338655,41.636826005756205,POINT (2.099862387339 41.636826005756)
232539652,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08120,Matadepera,Matadepera,40,Vallès Occidental,2023,10,06/10/2023,418392,4609357,25,N,2.020239785177038,41.63177042363329,POINT (2.020239785177 41.631770423633)
232427838,Metropolitana Sud,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,08123,Molins de Rei,Molins de Rei,11,Baix Llobregat,2023,10,06/10/2023,,,24,N,,,
232539637,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08029,Cabrera de Mar,Cabrera de Mar,21,Maresme,2023,10,06/10/2023,449180,4598945,25,N,2.39072697704613,41.54054769987976,POINT (2.390726977046 41.54054769988)
230419952,Tarragona,SV,salvaments,MR,Salvament i/o recerca i/o rescat en medi marítim,43905,Salou,Salou,36,Tarragonès,2023,10,06/10/2023,344191,4548146,04,N,1.145461479057535,41.06965126262114,POINT (1.145461479058 41.069651262621)
230419920,Tarragona,SV,salvaments,MR,Salvament i/o recerca i/o rescat en medi marítim,43171,Vila-seca,Vila-seca,36,Tarragonès,2023,10,05/10/2023,347007,4548110,04,N,1.178971930262902,41.069861597359605,POINT (1.178971930263 41.06986159736)
230229568,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17199,Torroella de Montgrí,Torroella de Montgrí,10,Baix Empordà,2023,10,05/10/2023,511819,4660239,02,N,3.142922020582249,42.09414496453838,POINT (3.142922020582 42.094144964538)
232427819,Metropolitana Sud,SV,salvaments,MU,Salvament i/o rescat de muntanya,08077,Esplugues de Llobregat,Esplugues de Llobregat,11,Baix Llobregat,2023,10,05/10/2023,424517,4582131,24,N,2.097178811925773,41.387167714328555,POINT (2.097178811926 41.387167714329)
232539575,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08029,Cabrera de Mar,Cabrera de Mar,21,Maresme,2023,10,05/10/2023,448623,4598628,25,N,2.38407665162135,41.53765694870714,POINT (2.384076651621 41.537656948707)
232427650,Metropolitana Sud,SV,salvaments,MU,Salvament i/o rescat de muntanya,08200,Sant Boi de Llobregat,Sant Boi de Llobregat,11,Baix Llobregat,2023,10,04/10/2023,417491,4578371,24,N,2.013666797005864,41.35261398605465,POINT (2.013666797006 41.352613986055)
232539373,Metropolitana Nord,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,08187,Sabadell,Sabadell,40,Vallès Occidental,2023,10,04/10/2023,424517,4596376,25,N,2.095398150795503,41.51546399578467,POINT (2.095398150796 41.515463995785)
232703150,U.F. Val d'Aran,SV,salvaments,MU,Salvament i/o rescat de muntanya,25243,Vielha e Mijaran,Vielha e Mijaran,39,Val d'Aran,2023,10,04/10/2023,319454,4731863,27,N,0.795038099294864,42.718051104551144,POINT (0.795038099295 42.718051104551)
232539280,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08276,Tagamanent,Tagamanent,41,Vallès Oriental,2023,10,03/10/2023,439750,4621061,25,N,2.275452376593701,41.73908126805689,POINT (2.275452376594 41.739081268057)
230314864,Lleida,SV,salvaments,MU,Salvament i/o rescat de muntanya,25234,Tremp,Tremp,25,Pallars Jussà,2023,10,03/10/2023,329789,4670303,03,N,0.939417536739438,42.16636589448072,POINT (0.939417536739 42.166365894481)
232609445,Terres de l'Ebre,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,43133,Roquetes,Roquetes,09,Baix Ebre,2023,10,03/10/2023,281201,4526013,26,N,0.40416675575617,40.85597841723636,POINT (0.404166755756 40.855978417236)
230314856,Lleida,SV,salvaments,MU,Salvament i/o rescat de muntanya,25043,"Vall de Boí, La","Vall de Boí, La",05,Alta Ribagorça,2023,10,03/10/2023,326732,4719566,03,N,0.887613782191214,42.609060812713,POINT (0.887613782191 42.609060812713)
232427598,Metropolitana Sud,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,08069,Collbató,Collbató,11,Baix Llobregat,2023,10,03/10/2023,402271,4604799,24,N,1.827475480470196,41.58891151227409,POINT (1.82747548047 41.588911512274)
232703134,U.F. Val d'Aran,SV,salvaments,MU,Salvament i/o rescat de muntanya,25057,"Bòrdes, Es","Bòrdes, Es",39,Val d'Aran,2023,10,03/10/2023,312171,4729052,27,N,0.707092323039542,42.69101046583701,POINT (0.70709232304 42.691010465837)
230229307,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17043,Queralbs,Queralbs,31,Ripollès,2023,10,02/10/2023,426972,4692381,02,N,2.112908945016483,42.38028216207109,POINT (2.112908945016 42.380282162071)
230229281,Girona,SV,salvaments,MR,Salvament i/o recerca i/o rescat en medi marítim,17095,Lloret de Mar,Lloret de Mar,34,Selva,2023,10,02/10/2023,486306,4615895,02,N,2.835432977694091,41.694717104583994,POINT (2.835432977694 41.694717104584)
230314815,Lleida,SV,salvaments,MU,Salvament i/o rescat de muntanya,25062,Camarasa,Camarasa,23,Noguera,2023,10,02/10/2023,324910,4641106,03,N,0.889108068578706,41.902503521508834,POINT (0.889108068579 41.902503521509)
232315047,Centre,SV,salvaments,CO,Salvament i/o rescat en coves i pous,08277,Talamanca,Talamanca,07,Bages,2023,10,02/10/2023,414792,4620941,23,N,1.975371937918036,41.73571626749251,POINT (1.975371937918 41.735716267493)
232539000,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08187,Sabadell,Sabadell,40,Vallès Occidental,2023,10,01/10/2023,422196,4604165,25,N,2.06657774786544,41.58539098813412,POINT (2.066577747865 41.585390988134)
232314965,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,08269,Seva,Seva,24,Osona,2023,10,01/10/2023,440525,4633307,23,N,2.283544326533995,41.849430647535094,POINT (2.283544326534 41.849430647535)
230229207,Girona,SV,salvaments,MR,Salvament i/o recerca i/o rescat en medi marítim,17023,Blanes,Blanes,34,Selva,2023,10,01/10/2023,483960,4614110,02,N,2.807288155489797,41.67859558529969,POINT (2.80728815549 41.6785955853)
230229208,Girona,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,17107,Molló,Molló,31,Ripollès,2023,10,01/10/2023,455208,4690668,02,N,2.456012751684583,42.36699626471552,POINT (2.456012751685 42.366996264716)
230229156,Girona,SV,salvaments,MR,Salvament i/o recerca i/o rescat en medi marítim,17062,"Escala, L'","Escala, L'",02,Alt Empordà,2023,10,01/10/2023,511529,4662553,02,N,3.139460853841331,42.11499026468988,POINT (3.139460853841 42.11499026469)
232314987,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,08190,Saldes,Saldes,14,Berguedà,2023,10,01/10/2023,392985,4677233,23,N,1.702949824382834,42.239954449690075,POINT (1.702949824383 42.23995444969)
232427378,Metropolitana Sud,SV,salvaments,MU,Salvament i/o rescat de muntanya,08069,Collbató,Collbató,11,Baix Llobregat,2023,10,01/10/2023,403977,4603378,24,N,1.84816702572929,41.57632159823661,POINT (1.848167025729 41.576321598237)
232539023,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08267,Sentmenat,Sentmenat,40,Vallès Occidental,2023,10,01/10/2023,425848,4610090,25,N,2.109652422746735,41.639099990114325,POINT (2.109652422747 41.639099990114)
232539035,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08006,Arenys de Mar,Arenys de Mar,21,Maresme,2023,10,01/10/2023,461510,4602430,25,N,2.538320738004616,41.57262551837216,POINT (2.538320738005 41.572625518372)
230229178,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17117,Palafrugell,Palafrugell,10,Baix Empordà,2023,10,01/10/2023,514869,4635927,02,N,3.179189137989316,41.87512348543634,POINT (3.179189137989 41.875123485436)
232539010,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08252,Barberà del Vallès,Barberà del Vallès,40,Vallès Occidental,2023,10,01/10/2023,428178,4597301,25,N,2.139156953023869,41.52413163000757,POINT (2.139156953024 41.524131630008)
230314745,Lleida,SV,salvaments,MU,Salvament i/o rescat de muntanya,25082,Espot,Espot,26,Pallars Sobirà,2023,10,01/10/2023,335078,4716456,03,N,0.990201032279355,42.58290074924561,POINT (0.990201032279 42.582900749246)
230314733,Lleida,SV,salvaments,MU,Salvament i/o rescat de muntanya,25185,Ribera d'Urgellet,Ribera d'Urgellet,04,Alt Urgell,2023,10,01/10/2023,372084,4687144,03,N,1.447517271430344,42.3260384752394,POINT (1.44751727143 42.326038475239)
232314981,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,08190,Saldes,Saldes,14,Berguedà,2023,10,01/10/2023,397127,4670823,23,N,1.754275034405048,42.18279419676174,POINT (1.754275034405 42.182794196762)
230314755,Lleida,SV,salvaments,MU,Salvament i/o rescat de muntanya,25123,Lladorre,Lladorre,26,Pallars Sobirà,2023,10,01/10/2023,363400,4726817,03,N,1.332698073350647,42.68170270342992,POINT (1.332698073351 42.68170270343)
232539048,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08033,Caldes de Montbui,Caldes de Montbui,41,Vallès Oriental,2023,10,01/10/2023,427417,46118883,25,N,1.857211918624472,55.28429475672592,POINT (1.857211918624 55.284294756726)
232539017,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08296,Vallromanes,Vallromanes,41,Vallès Oriental,2023,10,01/10/2023,442406,4597176,25,N,2.309689302974753,41.524155824840356,POINT (2.309689302975 41.52415582484)
232314942,Centre,SV,salvaments,RA,Acompanyament de persones perdudes,08233,Sant Pere de Torelló,Sant Pere de Torelló,24,Osona,2023,9,30/09/2023,443016,4661315,23,N,2.310835458890392,42.10185550853313,POINT (2.31083545889 42.101855508533)
232427302,Metropolitana Sud,SV,salvaments,MU,Salvament i/o rescat de muntanya,08076,Esparreguera,Esparreguera,11,Baix Llobregat,2023,9,30/09/2023,407214,4598695,24,N,1.887712279509973,41.53453046752223,POINT (1.88771227951 41.534530467522)
232314931,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,08190,Saldes,Saldes,14,Berguedà,2023,9,30/09/2023,393754,4676741,23,N,1.712358097105346,42.23562948458002,POINT (1.712358097105 42.23562948458)
230419598,Tarragona,SV,salvaments,RA,Acompanyament de persones perdudes,43148,Tarragona,Tarragona,36,Tarragonès,2023,9,30/09/2023,,,04,N,,,
232609364,Terres de l'Ebre,SV,salvaments,MR,Salvament i/o recerca i/o rescat en medi marítim,43013,"Ametlla de Mar, L'",Calafat,09,Baix Ebre,2023,9,30/09/2023,318511,4532545,26,N,0.844575712917527,40.923890490664796,POINT (0.844575712918 40.923890490665)
232314914,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,08055,Castellcir,Castellcir,42,Moianès,2023,9,30/09/2023,421145,4624868,23,N,2.051235698856483,41.77173790761014,POINT (2.051235698856 41.77173790761)
232314901,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,17006,Alp,Alp,15,Cerdanya,2023,9,30/09/2023,412163,4688835,23,N,1.933587879928483,42.34681921587916,POINT (1.933587879928 42.346819215879)
232314907,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,17206,Urús,Urús,15,Cerdanya,2023,9,30/09/2023,404820,4684647,23,N,1.84514488821653,42.30824540365574,POINT (1.845144888217 42.308245403656)
232314906,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,08070,Collsuspina,Collsuspina,42,Moianès,2023,9,30/09/2023,432516,4629868,23,N,2.187465880991346,41.81781663184601,POINT (2.187465880991 41.817816631846)
230229084,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17184,Santa Pau,Santa Pau,19,Garrotxa,2023,9,30/09/2023,460640,4666026,02,N,2.523653699308876,42.14536563856869,POINT (2.523653699309 42.145365638569)
232314921,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,25139,Montellà i Martinet,Montellà i Martinet,15,Cerdanya,2023,9,30/09/2023,391764,4685254,23,N,1.686655781823888,42.31200616474661,POINT (1.686655781824 42.312006164747)
232427323,Metropolitana Sud,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,08217,Sant Joan Despí,Sant Joan Despí,11,Baix Llobregat,2023,9,30/09/2023,421120,4579846,24,N,2.056851219537571,41.36626210372854,POINT (2.056851219538 41.366262103729)
230229092,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17145,Ribes de Freser,Ribes de Freser,31,Ripollès,2023,9,30/09/2023,431399,4684284,02,N,2.167641656724924,42.30777074438477,POINT (2.167641656725 42.307770744385)
232314934,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,25139,Montellà i Martinet,Montellà i Martinet,15,Cerdanya,2023,9,30/09/2023,395614,4683158,23,N,1.733738994569405,42.29365928825289,POINT (1.733738994569 42.293659288253)
232609360,Terres de l'Ebre,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,43065,Garcia,Garcia,30,Ribera d'Ebre,2023,9,30/09/2023,305299,4556708,26,N,0.680158227582311,41.13833850276967,POINT (0.680158227582 41.13833850277)
230229024,Girona,SV,salvaments,FL,"Salvament i/o recerca i/o rescat en medi fluvial (rius,barrancs, llacs)",17079,Girona,Girona,20,Gironès,2023,9,29/09/2023,483944,4646536,02,N,2.806217269742741,41.97065275517033,POINT (2.806217269743 41.97065275517)
230314656,Lleida,SV,salvaments,MU,Salvament i/o rescat de muntanya,25208,Soriguera,Soriguera,26,Pallars Sobirà,2023,9,29/09/2023,354824,4696970,03,N,1.235653369939216,42.41146345412843,POINT (1.235653369939 42.411463454128)
230314663,Lleida,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,25062,Camarasa,Camarasa,23,Noguera,2023,9,29/09/2023,325664,4641811,03,N,0.897984176940648,41.909015748425844,POINT (0.897984176941 41.909015748426)
230228970,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17036,Campdevànol,Campdevànol,31,Ripollès,2023,9,29/09/2023,424766,4673525,02,N,2.08856717860306,42.21027233134197,POINT (2.088567178603 42.210272331342)
230228997,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17048,Castell-Platja d'Aro,Castell-Platja d'Aro,10,Baix Empordà,2023,9,29/09/2023,506784,4630461,02,N,3.081692759934854,41.826002494039486,POINT (3.081692759935 41.826002494039)
230419503,Tarragona,SV,salvaments,MU,Salvament i/o rescat de muntanya,43169,Vilaplana,Vilaplana,08,Baix Camp,2023,9,28/09/2023,337244,4567882,04,N,1.057577802295172,41.24597077604691,POINT (1.057577802295 41.245970776047)
232538540,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08202,Sant Celoni,Sant Celoni,41,Vallès Oriental,2023,9,28/09/2023,461354,4615284,25,N,2.535619457690605,41.68839336632625,POINT (2.535619457691 41.688393366326)
232538601,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08051,Castellar del Vallès,Castellar del Vallès,40,Vallès Occidental,2023,9,28/09/2023,424939,4608723,25,N,2.09891078426338,41.626703560430414,POINT (2.098910784263 41.62670356043)
232314810,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,08067,Centelles,Centelles,24,Osona,2023,9,28/09/2023,433774,4627779,23,N,2.202844553872328,41.7991090363681,POINT (2.202844553872 41.799109036368)
230419454,Tarragona,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,43108,"Pla de Santa Maria, El","Pla de Santa Maria, El",01,Alt Camp,2023,9,27/09/2023,360609,4578438,04,N,1.333889247775837,41.34538275940791,POINT (1.333889247776 41.345382759408)
232609228,Terres de l'Ebre,SV,salvaments,MU,Salvament i/o rescat de muntanya,43104,"Perelló, El","Perelló, El",09,Baix Ebre,2023,9,26/09/2023,309706,4522768,26,N,0.743072998550618,40.833882153868515,POINT (0.743072998551 40.833882153869)
230314536,Lleida,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,25140,Montferrer i Castellbò,Montferrer i Castellbò,04,Alt Urgell,2023,9,26/09/2023,360465,4699233,03,N,1.303630327725831,42.43286956865077,POINT (1.303630327726 42.432869568651)
232538229,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08248,Santa Eulàlia de Ronçana,Santa Eulàlia de Ronçana,41,Vallès Oriental,2023,9,25/09/2023,433599,4611808,25,N,2.202519175119486,41.65525604730015,POINT (2.202519175119 41.6552560473)
232314644,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,08262,Sant Vicenç de Castellet,Sant Vicenç de Castellet,07,Bages,2023,9,25/09/2023,405395,4613268,23,N,1.863610496711731,41.66555503230662,POINT (1.863610496712 41.665555032307)
232314656,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,08117,"Masies de Voltregà, Les","Masies de Voltregà, Les",24,Osona,2023,9,25/09/2023,437842,4655378,23,N,2.24889681744798,42.04799538710038,POINT (2.248896817448 42.0479953871)
232426787,Metropolitana Sud,SV,salvaments,MU,Salvament i/o rescat de muntanya,08025,"Bruc, El","Bruc, El",06,Anoia,2023,9,25/09/2023,400065,4606144,24,N,1.800789835807679,41.60075073997175,POINT (1.800789835808 41.600750739972)
232314601,Centre,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,08128,Monistrol de Calders,Monistrol de Calders,42,Moianès,2023,9,24/09/2023,418630,4623348,23,N,2.02118810845936,41.75779535708591,POINT (2.021188108459 41.757795357086)
232314599,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,25100,Gósol,Gósol,14,Berguedà,2023,9,24/09/2023,392720,4677333,23,N,1.699720265571042,42.240818484159355,POINT (1.699720265571 42.240818484159)
230228558,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17201,Toses,Toses,31,Ripollès,2023,9,24/09/2023,416190,4686101,02,N,1.982868073750868,42.3226445841384,POINT (1.982868073751 42.322644584138)
230314451,Lleida,SV,salvaments,MU,Salvament i/o rescat de muntanya,25043,"Vall de Boí, La","Vall de Boí, La",05,Alta Ribagorça,2023,9,24/09/2023,324511,4717968,03,N,0.861047049876166,42.59417741074018,POINT (0.861047049876 42.59417741074)
232314591,Centre,SV,salvaments,RC,Recerca persones perdudes o desaparegudes,08190,Saldes,Saldes,14,Berguedà,2023,9,24/09/2023,393701,4677343,23,N,1.711605648120894,42.2410426872297,POINT (1.711605648121 42.24104268723)
232538134,Metropolitana Nord,SV,salvaments,MU,Salvament i/o rescat de muntanya,08009,Argentona,Argentona,21,Maresme,2023,9,24/09/2023,450372,4599473,25,N,2.40497333236226,41.54537816786591,POINT (2.404973332362 41.545378167866)
230314448,Lleida,SV,salvaments,MU,Salvament i/o rescat de muntanya,25196,Sant Esteve de la Sarga,Sant Esteve de la Sarga,25,Pallars Jussà,2023,9,24/09/2023,307869,4660272,03,N,0.677552608032576,42.071024975881436,POINT (0.677552608033 42.071024975881)
232703065,U.F. Val d'Aran,SV,salvaments,MU,Salvament i/o rescat de muntanya,25243,Vielha e Mijaran,Vielha e Mijaran,39,Val d'Aran,2023,9,24/09/2023,,,27,N,,,
232314529,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,08099,Guardiola de Berguedà,Guardiola de Berguedà,14,Berguedà,2023,9,23/09/2023,400629,4683255,23,N,1.794543724241808,42.295188230820905,POINT (1.794543724242 42.295188230821)
232426601,Metropolitana Sud,SV,salvaments,MU,Salvament i/o rescat de muntanya,08295,Vallirana,Vallirana,11,Baix Llobregat,2023,9,23/09/2023,409288,4581408,24,N,1.915167926102934,41.37908324205238,POINT (1.915167926103 41.379083242052)
230228495,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17043,Queralbs,Queralbs,31,Ripollès,2023,9,23/09/2023,427636,4690545,02,N,2.121204336993134,42.36381106761209,POINT (2.121204336993 42.363811067612)
230228448,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17192,Setcases,Setcases,31,Ripollès,2023,9,23/09/2023,446535,4693144,02,N,2.350457681584408,42.38874574879966,POINT (2.350457681584 42.3887457488)
230314395,Lleida,SV,salvaments,MU,Salvament i/o rescat de muntanya,25906,"Valls d'Aguilar, Les","Valls d'Aguilar, Les",04,Alt Urgell,2023,9,23/09/2023,364883,4683040,03,N,1.361113287576604,42.28787587888448,POINT (1.361113287577 42.287875878884)
232703058,U.F. Val d'Aran,SV,salvaments,MU,Salvament i/o rescat de muntanya,25057,"Bòrdes, Es","Bòrdes, Es",39,Val d'Aran,2023,9,23/09/2023,312587,4726195,27,N,0.713110082139516,42.665403526656064,POINT (0.71311008214 42.665403526656)
230228479,Girona,SV,salvaments,MU,Salvament i/o rescat de muntanya,17901,"Cruïlles, Monells i Sant Sadurní de l'Heura",Sant Cebrià de Lledó,10,Baix Empordà,2023,9,23/09/2023,497645,4638208,02,N,2.971610289541112,41.895804385257684,POINT (2.971610289541 41.895804385258)
232314539,Centre,SV,salvaments,MU,Salvament i/o rescat de muntanya,08067,Centelles,Centelles,24,Osona,2023,9,23/09/2023,434038,4628334,23,N,2.205960290290557,41.80412943505999,POINT (2.205960290291 41.80412943506)
